act,count
"(n),376(2)(f),376AB PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(2)(V),3(2)(v-a),3(1)(s) IPC 1860",1
"(B),203,153 INFORMATION TECHNOLOGY ACT 2008",1
"(w),3(2)(v-a),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(2)(v-a),3(1)(z) IPC 1860",1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(2)(5) IPC 1860",1
"(r),3(1)(s),3(2)(v-a),3(2)(V) KARNATAKA MONEY LENDERS ACT 1961",1
"(r),3(1)(s),3(1)(f),3(1)(w),3(2)(v-a) IPC 1860",1
"(v-a),3(1)(w),3(2)(V),3(1)(s),3(1)(r) IPC 1860",1
"(a),20B NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"A,376,114 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) INFORMATION TECHNOLOGY ACT 2000",1
"(w)(i),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",1
(2) (b) INFORMATION TECHNOLOGY ACT 2000,1
"(v-a),3(1)(s),3(1)(r),3(1)(T) IPC 1860",1
"(B) KARNATAKA POLICE ACT, 1963",1
"(x),3(1)(r),3(2)(V) IPC 1860",1
"(b),9B(b) EXPLOSIVE SUBSTANCES ACT, 1908",1
"(A),177,180,181,181 IPC 1860",1
"(E),5,146,196,180 IPC 1860",1
"A,34 CHILD MARRIAGE RESTRAINT ACT",1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(s),3(1)(w),3(2)(v-a),3(2)(V),3(1)(r) IPC 1860",1
"(n),370,363,366(A) INDIAN MOTOR VEHICLES ACT, 1988",1
"(w),3(2)(v-a),3(2)(V),3(1)(r) IPC 1860",1
"(v-a),3(1)(w),3(2)(V) IPC 1860",1
"(I),376(2)(n) CHILD MARRIAGE RESTRAINT ACT",1
"A THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"(I),376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),504,506,417 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),506,354,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(v-a),3(2)(V) CHILD MARRIAGE RESTRAINT ACT",1
"(n),354(A) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(za),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(x),3(XI) IPC 1860",1
(w)(i) CHILD MARRIAGE RESTRAINT ACT,1
"(A),177,180,181,187 IPC 1860",1
"(n),417,504,506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(f),3(2)(v-a),3(1)(w) IPC 1860",1
"(a)(vi) PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",1
"(v-a),3(1)(g),3(1)(r) IPC 1860",1
"B,506,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(2)(v-a),3(1)(w) DOWRY PROHIBITION ACT, 1961",1
"(i),354A(1)(ii),509,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),417,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i)(ii),3(2)(V),3(2)(v-a) Prohibition of Child Marriage Act 2006",1
"(2)(v),3(2)(va),3(1)(w),3(1)(s),3(1)(r) IPC 1860",1
"(iii),354A(1)(iv),312,313,149 DOWRY PROHIBITION ACT, 1961",1
"(r),3(1)(s),3(1)(w),3 (2)(v),3(2)(va) IPC 1860",1
"(f),3(1)(r),3(1)(s),3(1)(w),3(2)(V),3(2)(v-a) IPC 1860",1
"(r),3(1)(s),3(1)(w),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),201 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(r),3(1)(w),3(2)(v-a),3(2)(5) CHILD MARRIAGE RESTRAINT ACT",1
"(b),9B(1)(b) IPC 1860",1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",1
"(w),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",1
"(11),3,3(2)(V),3(1)(x) DOWRY PROHIBITION ACT, 1961",1
"(v-a),3(1)(p),3(1)(q) IPC 1860",1
"(i)(n),417,506,376(2)(n) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(g),3(1) (r),3(1) (s) IPC 1860",1
"(r),3(1)(s),3(1)(w),3(1)(f),3(2)(v-a),3(2)(V) IPC 1860",1
"(10),3(2)(V) KARNATAKA MONEY LENDERS ACT 1961",1
"(V),3(1)(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A,376(2)(n) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
(w) CHILD MARRIAGE RESTRAINT ACT,1
"(n),506,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(r),3(1)(w),3(2)(V),3(2)(v-a) INFORMATION TECHNOLOGY ACT 2008",1
"(v-a),3(1)(w),3(1)(g),3(1)(s),3(1)(r) IPC 1860",1
"(v-a),3(1)(w),3(1)(s),3(1)(r) IPC 1860",1
(r)(s) KARNATAKA FOREST ACT 1963,1
(V) KARNATAKA FOREST ACT 1963,1
"(II),24(E),24(G),24 (gg) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"A,511 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(D),11(1) INDIAN MOTOR VEHICLES ACT, 1988",1
"(1) (v),3(1) (s) IPC 1860",1
"(5a),3(1) (r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(v-a),3(1)(w),3(1)(s) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r) (s),3(1)(w)(i),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(r) (s),3 (2)(v) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(s),3(1)(r),3(1)(w),3(2)(v-a),3(2)(V) IPC 1860",1
"(r)(s),3(1)(w),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(i)(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(s),3(1)(w),3(2)(V) IPC 1860",1
"(a)(ii)(n) KARNATAKA POLICE ACT, 1963",1
"(p),3(1)(g),3(1)(f),3(1)(r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(b) EXPLOSIVES ACT, 1884",1
"(F),3(1) (U) (V),3(1)(s),3(1)(r),3(1)(l),3(1)(zc) IPC 1860",1
"(w),3(2)(v-a),3(2)(V) IPC 1860",1
"B,376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w),3(2)(va) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(x),3(1)(xi) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(l),3(2)(va) IPC 1860",1
"(i)(n),113,114,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(2)(v) KARNATAKA PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2004",1
"(II),6,16,5(L),5(Q),5(h) IPC 1860",1
"(L),376AB,506,323,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(f),376(2)(n),376(3),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(k),376(2)(n),376(2)(f),506,363,202,376(3),376 (C) (a),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
(A)(iv)(vi) IPC 1860,1
"(n),506,420,417 INFORMATION TECHNOLOGY ACT 2000",1
"(I),363,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),3(1)(w),3(1)(i) IPC 1860",1
"(2),354(D),384,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(J),376(N),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r) (i),177,180,196 IPC 1860",1
"(ii),354(B),354(D),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(ii),354(D) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r) (s),3(1)(w),3(2)(va),3(1)(w)(i)(ii) IPC 1860",1
"(i),354A(1)(ii),504,506,109,149 DOWRY PROHIBITION ACT, 1961",1
"(ii),354(B),354(D),363,376,511,504,506,34 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
(1) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"B,376 (2) (b) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(C) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(10)(11),3(2),3(V),3(1)(s),3(1)(r) IPC 1860",1
"(v-a),3(1)(T),3(1)(s),3(1)(r) IPC 1860",1
"(I),376(2)(L),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(ii),354(B),354(D),504,506,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(3),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(2),504,506,34 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(ii),354(D),376,114,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(12),2(v) CHILD MARRIAGE RESTRAINT ACT",1
"(h),5 KARNATAKA POLICE ACT, 1963",1
"(10) INDIAN ARMS ACT, 1959",1
"(w)(i)(ii),3(2)(5) IPC 1860",1
"A,376,114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),2(v) ARMS ACT, 1959",1
"(B) PREVENTION OF INSULT TO NATIONAL HONOURS ACT, 1971",1
(iv)(v) IPC 1860,1
"(va),3(1)(s),3(1)(w) IPC 1860",1
"(J),506,34,354,363,366(A),376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(J),363,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(2)(J),506,328,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r) (s),3(1)(t),3(1)(v),3(2)(va) IPC 1860",1
"(E),11(1) (D) IPC 1860",1
"[1A],27 IPC 1860",1
"(10) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
(E) Transportation of Animal Act 1978,1
"(x) INDIAN MOTOR VEHICLES ACT, 1988",1
"(E),11(1) (D),11,8,9 INDIAN MOTOR VEHICLES ACT, 1988",1
(ii)(X) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(r),3(1)(s),3(1)(w)(i)(ii),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(w)(i)(ii),3(1)(s),3(2)(va),3(1)(r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(w),3(1)(w)(i)(ii),3(2)(va),3 (2)(v) IPC 1860",1
"(r),3(2)(v-a),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),506 Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
A (1) IPC 1860,1
"(w)(i)(ii),3(1)(r),3(2)(va) IPC 1860",1
"(m),3(1)(r),3(1)(s),3(2)(va) IPC 1860",1
"(5),3(1)(w),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(r),3(1)(s),3(1)(za)(A),3(1)(za)(D),3(2)(va) IPC 1860",1
"(r) (s),3(2)(va),3(1)(g) IPC 1860",1
"(iv)(v),3(1)(f),3(1)(g) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(x),3(1)(xi),3(1)(xii),3(1)(14) IPC 1860",1
(F) IPC 1860,1
"(w)(i),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(s),3(1)(h),3(2)(v-a) CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016",1
"(A),3 IPC 1860",1
"A,376(I),34 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(t),3(2)(va),3(1) (r) (s) IPC 1860",1
"(r),3(2)(v-a),3(1)(g) IPC 1860",1
"(s),3(1)(r),3(2)(va),3(1)(w) IPC 1860",1
"B,366(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i)(ii),3(1)(k),3(1)(s),3(1)(r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(3),3(1)(15) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(va),3(1)(w)(i)(ii),3(1)(s),3(1)(r) IPC 1860",1
"(a),3(1)(s),3(2)(va) IPC 1860",1
"(L),11(E),11(D) Karnataka Prevention of Damage to Public Property Act, 1984",1
"(II),24(E),62,71(A),143 KARNATAKA FOREST RULES",1
(ii)(I)(n)/6 Prohibition of Child Marriage Act 2006,1
(za)(C) IPC 1860,1
"(f),3(2)(va),3(1) (r) (s) IPC 1860",1
"(2) (b),5,4,3,21 IPC 1860",1
(B) (1) KARNATAKA PROTECTION OF INTEREST DEPOSITORS EXORBITANT ACT 2004,1
"(v),3(1)(ix),3(1)(iv)(xv),3(2)(vii) IPC 1860",1
"(t),3(2)(va),0 IPC 1860",1
"(1) (i),354A(1)(iii),354A(1)(ii),354A(1)(i) INFORMATION TECHNOLOGY ACT 2000",1
"(va),3(1)(w),3 (2)(v) IPC 1860",1
"(II),86,87 IPC 1860",1
"(v-a),3(1) (s) IPC 1860",1
"(s),3(1)(r),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(1),3(V) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(s),3(1)(r),3(2)(v-a),3(1)(w) IPC 1860",1
"(10)(11),2(v),3(1)(w),3(2)(v-a),3(1)(s) IPC 1860",1
"(n),376AB,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(h),3(2)(va) IPC 1860",1
"(A),177,181 IPC 1860",1
"(r),3(1)(s),3(1)(r) IPC 1860",1
"(D),11(1) (E) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020",1
(2) KARNATAKA FOREST ACT 1963,1
"(ii) B,25 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"A,326(B),506,114,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(1)(g),3(2)(va) IPC 1860",1
"(r) (s),3(2)(va),3(1)(c),3(1)(y),3(1)(za)(C),3(1)(zc) IPC 1860",1
"(r) (s),3(2)(va) INDIAN MOTOR VEHICLES ACT, 1988",1
"(ii) (B),20(b)(1) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(ii) A,8(c),20(a) (1),8B NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(10),4 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(A),11(1) (L),11(1) (D) IPC 1860",1
"(T),3(1)(s),3(2),0 IPC 1860",1
"(5a),3(1) (W) (I),3(1) (s),3(1) (r) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(r),3(1)(v),3(2)(v-a) IPC 1860",1
"(va) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014",1
"(w)(i)(ii),3(1)(e),3(1)(r) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(v-a),3(1)(r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(D),11(1) (H),11(1) (K) IPC 1860",1
"(w)(i),3 (1) (w) (ii) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"(1) (u),3 (1) (v) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(s),3(2)(V) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r),3(1) (s) DOWRY PROHIBITION ACT, 1961",1
"(u) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(w),3(1)(v),3(2)(v-a),3(1)(r) IPC 1860",1
"(r),3(1)(f),3(2)(v-a) IPC 1860",1
"(r),3(1)(s),3(1)(u),3(2)(va) IPC 1860",1
"(va),3(1)(u) IPC 1860",1
"(5),3(1)(10),3(1)(11) IPC 1860",1
"[1A],3 IPC 1860",1
"(va),3(1)(w),0 IPC 1860",1
"(1) EXPLOSIVE SUBSTANCES ACT, 1908",1
"(v-a),3(1)(w)(i)(ii),3(2)(V) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"B,341 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(a)(b) EXPLOSIVE SUBSTANCES ACT, 1908",1
"(1) (i),376(2)(I),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),324,323,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),3(1)(r) DOWRY PROHIBITION ACT, 1961",1
"(i),3(2)(va) IPC 1860",1
"(V),3(2)(v-a),1 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
(ii) The Karnataka Phohibition of Violence against Medicare service personnel and Damage to Property in Medicare Service Institutions Act 2009,1
"(r),3(2)(5a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(2),504,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(ii),354A(1)(v),504 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i),354A(1)(ii),506,341 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",1
"(w)(1),3(1)(w)(2) IPC 1860",1
"(vii),3(1) (r),3(2)(5a) IPC 1860",1
"(c),3(1)(r),3(2)(va) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(x),3(I)(III) IPC 1860",1
IV(B) IPC 1860,1
"(d),3(1)(s),3(1)(r) IPC 1860",1
"(r),3(1)(w)(i),3(2)(v-a) IPC 1860",1
"(r) (iii),158,181,190(2),5,3,146,115 IPC 1860",1
"(r),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(v-a),3(1)(r) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(I),376(2)(J),363,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(J),376(2)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i),3(1)(s),3(2)(va),3(1)(r) INFORMATION TECHNOLOGY ACT 2008",1
"(a),3(1)(s) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
(15) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(n),343,363 Prohibition of Child Marriage Act 2006",1
"(f),376(2)(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),363,343,376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(10),3(1)(11) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(I),109 Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(5a),3(1) (r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
l2(V) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,1
"(w)(i)(ii),3(2)(va),3(1)(r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014",1
"(n),363,323,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A (1),180,196 IPC 1860",1
"(r),3(1) (W) (I),3(2)(vii) IPC 1860",1
"(5a),2(1)a,3(1) (W) (I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(2)(5a) DOWRY PROHIBITION ACT, 1961",1
"(n),363,366 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(w)(i)(ii),3(2)(va) CHILD MARRIAGE RESTRAINT ACT",1
"(i)(n),313,315,109 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),315 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),363,177 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(n),109,323,363 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
B (a) (b) IPC 1860,1
B (a) (b) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,1
"(n),506,91 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3(2)(va),3(1)(w)(i)(ii),3 (2)(v) IPC 1860",1
"(r),3(1)(w)(i)(ii),3 (2)(v),3(2)(va) INFORMATION TECHNOLOGY ACT 2008",1
"(n),504,506,109 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),504,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),376(2)(f),376(3) Prohibition of Child Marriage Act 2006",1
"(n),363,376(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),506,354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(va),0 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(M),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(A),31R(13),43(2) INDIAN MOTOR VEHICLES ACT, 1988",1
/181 KARNATAKA MOTOR VEHICLE RULE,1
"(n),318 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(w)(i),3(2)(va),3(1)(r) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(r),3 (2)(v) IPC 1860",1
"(ii),504,506,34 The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"(ii),504,506 The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(V),3(1)(w)(1),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(i)(n),109,506,34,342,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(n),343,363,366(A) The SC & ST (Prevention of Atrocities) Amendment Act 2015",1
"IA NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(2)(v),3(2)(va),3(1)(r) IPC 1860",1
(l) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(I),376(L),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"B,302 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A,109 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(I),376(L) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(J),376(2)(f),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(a)(i),3,7 IPC 1860",1
"(w),3(XI) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(ii) (B) INDIAN ARMS ACT, 1959",1
"(xii),2(v) IPC 1860",1
"(s),3(1)(T) IPC 1860",1
l2(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,1
"(e) EXPLOSIVES ACT, 1884",1
"(r),3(1) (s),3 (1) (p),3(2)(5a) IPC 1860",1
(iii) The SC & ST (Prevention of Atrocities) Amendment Act 2015,1
"(p),3(1)(q),3(1)(r),0,3(1)(zc),3(2)(va),3(2)(vii) IPC 1860",1
"(r),3(1)(s),3(1)(t),3(1)(w),3(2)(va) IPC 1860",1
"(ii) C INDIAN ARMS ACT, 1959",1
"(d),102 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",1
"(w),3 (2)(v) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",1
"(ii) C INDIAN MOTOR VEHICLES ACT, 1988",1
"A (1),180(5),181,196 IPC 1860",1
"[1A],25(1B),30 IPC 1860",1
"-1,25A1,3 CODE OF CRIMINAL PROCEDURE, 1973",1
"(5),3(1)(j) The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",1
"(u),3(1)(r) IPC 1860",1
"(c),3(1)(s),3(1)(r) IPC 1860",1
(2B)(2C) IPC 1860,1
"(5),3(1)(15),3(2)(vii) IPC 1860",1
"(2),366,506 CHILD MARRIAGE RESTRAINT ACT",1
"(v-a),3(1)(r),3(2)(V) IPC 1860",1
"(i),323,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"A,25 1B INDIAN ARMS ACT, 1959",1
"(V)(VA) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(b),20,18 PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",1
(r) INFORMATION TECHNOLOGY ACT 2000,1
"(r),3(1)(s),3(1)(z) DOWRY PROHIBITION ACT, 1961",1
(5) INFORMATION TECHNOLOGY ACT 2008,1
"(2) (j),4(2)(e) PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",1
"[1] [a] ARMS ACT, 1959",1
"(s),3(1) (r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",1
"(r),3(1)(s),3(1)(zb) IPC 1860",1
"(ii)(A) KARNATAKA POLICE ACT, 1963",1
"(2)(v),3(1)(r) IPC 1860",1
"(r),3(1) (s),3(1)(u),3(2)(v-a) IPC 1860",1
"A,363,342,324 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(11),2(v) IPC 1860",1
"(5),3(10) IPC 1860",1
"(r),3(1)(r) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",1
"(B) (1) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
"(n),506,34,323,363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",1
(10)(11) CHILD MARRIAGE RESTRAINT ACT,1
"(A),11(1) (D),11(1) (H) IPC 1860",1
"(x),3(1)(r),3(1)(s),3(1)(a) IPC 1860",1
