src,src_type,dst,dst_type,weight,log_weight,src_community,dst_community
CHEATING,crime_head,"ARMS ACT, 1959",act,10,2.398,2,5
RAPE,crime_head,CHILD MARRIAGE RESTRAINT ACT,act,10,2.398,1,3
Karnataka State Local Act,crime_head,"COTPA, Cigarettes and Other Tobacco Products,Act 2003",act,10,2.398,0,4
Karnataka State Local Act,crime_head,(A) MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,10,2.398,0,0
Karnataka State Local Act,crime_head,"PREVENTION OF ANIMAL SACRIFICE ACT, 1959",act,10,2.398,0,0
Karnataka State Local Act,crime_head,IMMIGRATION ACT,act,10,2.398,0,2
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,Karnataka Electricity Act 2003,act,10,2.398,0,0
INFORMATION TECHNOLOGY ACT 2008,act,FORGERY,crime_head,10,2.398,2,2
MOLESTATION,crime_head,"ARMS ACT, 1959",act,10,2.398,2,5
"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",crime_head,"The Poisons Act, 1919",act,10,2.398,4,4
CYBER CRIME,crime_head,"INDECENT REPREN. OF WOMEN (PROHIBITION) ACT, 1986",act,10,2.398,2,2
CYBER CRIME,crime_head,(B) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,10,2.398,2,2
Karnataka State Local Act,crime_head,KARNATAKA PRISONERS RULE 1974,act,10,2.398,0,0
CASES OF HURT,crime_head,"EXPLOSIVES ACT, 1884",act,10,2.398,5,8
KIDNAPPING AND ABDUCTION,crime_head,"INDIAN ARMS ACT, 1959",act,10,2.398,3,5
Karnataka State Local Act,crime_head,(a) (b) IPC 1860,act,10,2.398,0,0
Attempting to commit offences,crime_head,"Indian Treasure Trove Act, 1878",act,10,2.398,2,2
KARNATAKA POLICE ACT 1963,crime_head,"EPIDEMIC DISEASES ACT, 1897",act,10,2.398,4,4
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,10,2.398,5,0
KARNATAKA POLICE ACT 1963,crime_head,(a)(vi) IPC 1860,act,10,2.398,4,4
PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,crime_head,(A) IPC 1860,act,10,2.398,5,0
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,10,2.398,5,0
POCSO,crime_head,"(n),363 Prohibition of Child Marriage Act 2006",act,10,2.398,3,3
POCSO,crime_head,(ii)(I)(n)/6 IPC 1860,act,10,2.398,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(f),3(1)(r),3(1)(s) IPC 1860",act,10,2.398,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(1)(r) The SC & ST (Prevention of Atrocities) Amendment Act 2015",act,10,2.398,1,1
"DOWRY PROHIBITION ACT, 1961",act,CRIMINAL INTIMIDATION,crime_head,10,2.398,2,5
CRIMINAL INTIMIDATION,crime_head,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,10,2.398,5,5
"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986",act,BONDED LABOUR SYSTEM,crime_head,10,2.398,3,2
FOREIGNER,crime_head,"(b) EPIDEMIC DISEASES ACT, 1897",act,10,2.398,7,7
