src_type,src,dst_type,dst,weight
crime_head,ARSON,district,Haveri,35
crime_head,INSULTING MODESTY OF WOMEN (EVE TEASING),district,Kalaburagi,35
crime_head,MOLESTATION,district,Karnataka Railways,35
crime_head,CONSUMER,district,Kolar,35
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,district,Koppal,35
crime_head,DACOITY,district,Koppal,35
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Raichur,35
crime_head,COMMUNAL / RELIGION,district,Vijayanagara,35
crime_head,FORGERY,district,Vijayanagara,35
crime_head,Attempting to commit offences,district,Yadgir,35
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",act,Cigarettes and Other Tobacco Products (Packging and Labelling) amendment Rules - 2014,34
crime_head,SEDITION,act,IPC 1860,34
crime_head,CYBER CRIME,act,(B) IPC 1860,34
crime_head,CONSUMER,act,"(i),4,6,8 IPC 1860",34
crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,act,/181 IPC 1860,34
crime_head,Disobedience to Order Promulgated by PublicServan,act,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",34
crime_head,MOLESTATION,act,"INDIAN MOTOR VEHICLES ACT, 1988",34
act,"(ii) (B) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",34
act,"(i),4,6,8 IPC 1860",act,"ESSENTIAL COMMODITIES ACT, 1955",34
act,"(i),4,6,8 IPC 1860",act,KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016,34
act,"(i),4,6,8 IPC 1860",act,Karnataka Essential Commodities (Storage Accounts Maintaining Value Notification) Order 1981,34
act,IPC 1860,act,"PREVENTION OF CORRUPTION ACT, 1988",34
act,"ARMS ACT, 1959",act,"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",34
act,IPC 1860,act,"PREVENTION OF FOOD ADULTERATION ACT, 1954",34
act,(w)(i)(ii) IPC 1860,act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,34
crime_head,ANIMAL,district,Bagalkote,34
crime_head,IMMORAL TRAFFIC,district,Bengaluru Rural,34
crime_head,ANIMAL,district,Chamarajanagar,34
crime_head,CHILDREN ACT,district,Davanagere,34
crime_head,Attempting to commit offences,district,Kodagu,34
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Mysuru City,34
crime_head,COPY RIGHT ACT 1957,district,Ramanagara,34
crime_head,CYBER CRIME,district,Vijayanagara,34
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(2)(v) IPC 1860,33
crime_head,ROBBERY,act,"INDIAN ARMS ACT, 1959",33
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,act,"(ii) A NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",33
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(w)(i)(ii) IPC 1860,33
crime_head,CRUELTY BY HUSBAND,act,"The Muslim Women(Protection of Rights on Marriage) Act, 2019",33
crime_head,POCSO,act,(va) IPC 1860,33
crime_head,MURDER,act,(2)(v) IPC 1860,33
crime_head,MISCHIEF,act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",33
crime_head,THEFT,act,"ARMS ACT, 1959",33
crime_head,CIVIL RIGHTS,act,IPC 1860,33
act,"(v-a),3(1)(s),3(1)(r) IPC 1860",act,IPC 1860,33
act,(10) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,IPC 1860,33
act,(10) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",33
act,"(r)(s),3(2)(5a) IPC 1860",act,IPC 1860,33
act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,The Central Motor Vehicle Rules 2015,33
act,"(ii) A NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",33
act,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,act,The Central Motor Vehicle Rules 2015,33
act,"ARMS ACT, 1959",act,"INDIAN MOTOR VEHICLES ACT, 1988",33
act,(w)(i)(ii) IPC 1860,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,33
act,IPC 1860,act,"REGISTRATION OF FOREIGNERS ACT, 1939",33
act,(A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",33
act,"(r),3(1)(s),3(1)(w) IPC 1860",act,IPC 1860,33
act,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,"INDIAN MOTOR VEHICLES ACT, 1988",33
crime_head,COMMUNAL / RELIGION,district,Chitradurga,33
crime_head,DACOITY,district,Dakshina Kannada,33
crime_head,FORGERY,district,Kalaburagi,33
crime_head,ELECTION,district,Kalaburagi,33
crime_head,CHILDREN ACT,district,Kalaburagi,33
crime_head,KIDNAPPING AND ABDUCTION,district,Karnataka Railways,33
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Shivamogga,33
crime_head,Attempting to commit offences,district,Shivamogga,33
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,district,Tumakuru,33
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Yadgir,33
crime_head,CRIMINAL INTIMIDATION,act,"ARMS ACT, 1959",32
crime_head,KARNATAKA POLICE ACT 1963,act,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",32
crime_head,KARNATAKA POLICE ACT 1963,act,"(3) KARNATAKA POLICE ACT, 1963",32
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,"Karnataka Prevention of Damage to Public Property Act, 1984",32
crime_head,THEFT,act,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020,32
act,IPC 1860,act,"PREVENTION OF INSULT TO NATIONAL HONOURS ACT, 1971",32
act,CHILD MARRIAGE RESTRAINT ACT,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",32
act,INFORMATION TECHNOLOGY ACT 2008,act,"KARNATAKA POLICE ACT, 1963",32
act,(w) IPC 1860,act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,32
act,"DOWRY PROHIBITION ACT, 1961",act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,32
act,"(r)(s) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(v-a) IPC 1860,32
act,"(3) KARNATAKA POLICE ACT, 1963",act,"KARNATAKA POLICE (AMENDMENT) ACT, 2021",32
act,"COTPA, Cigarettes and Other Tobacco Products,Act 2003",act,"Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production,Supply and Distribution) Rules - 2004",32
act,"-1(B) (b),4 IPC 1860",act,"ARMS ACT, 1959",32
act,"(r),3(1)(s),3(1)(w) IPC 1860",act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,32
act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,32
crime_head,ELECTION,district,Belagavi City,32
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Belagavi,32
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Bidar,32
crime_head,ANIMAL,district,Davanagere,32
crime_head,FORGERY,district,K.G.F,32
crime_head,DOWRY DEATHS,district,Mysuru City,32
crime_head,DACOITY,district,Raichur,32
crime_head,IMMORAL TRAFFIC,district,Tumakuru,32
crime_head,DACOITY,district,Vijayanagara,32
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",31
crime_head,POCSO,act,"(I),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",31
crime_head,PUBLIC SAFETY,act,"COTPA, Cigarettes and Other Tobacco Products,Act 2003",31
crime_head,CRIMINAL TRESPASS,act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",31
act,(2)(v) IPC 1860,act,IPC 1860,31
act,"DOWRY PROHIBITION ACT, 1961",act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,31
act,"(I),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,IPC 1860,31
act,(ii)(A) IPC 1860,act,"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",31
act,(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",31
act,(V) IPC 1860,act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,31
act,"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"REGISTRATION OF FOREIGNERS ACT, 1939",31
crime_head,CRIMINAL BREACH OF TRUST,district,Bagalkote,31
crime_head,CRIMINAL BREACH OF TRUST,district,Belagavi City,31
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,district,Chitradurga,31
crime_head,PUBLIC SAFETY,district,Dharwad,31
crime_head,MISCHIEF,district,Gadag,31
crime_head,EXPOSURE AND ABANDONMENT OF CHILD,district,Hassan,31
crime_head,ANIMAL,district,Koppal,31
crime_head,ARMS ACT 1959,district,Ramanagara,31
crime_head,ARSON,district,Vijayapura,31
crime_head,ROBBERY,district,Yadgir,31
crime_head,MURDER,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",30
crime_head,RIOTS,act,"KARNATAKA POLICE ACT, 1963",30
crime_head,POCSO,act,"DOWRY PROHIBITION ACT, 1961",30
crime_head,SUICIDE,act,"KARNATAKA PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2004",30
crime_head,PUBLIC JUSTICE,act,IPC 1860,30
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(10) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,30
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,act,The Karnataka Prisons (Amendment) Act-2022,30
crime_head,CHEATING,act,"KARNATAKA CO-OPERATIVE SOCIETIES ACT, 1959",30
crime_head,ANIMAL,act,(D) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,30
crime_head,PASSPORT ACT,act,"FOREIGNERS ACT, 1946",30
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,"ARMS ACT, 1959",30
crime_head,MISCHIEF,act,"INDIAN ARMS ACT, 1959",30
act,(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,IPC 1860,30
act,"(r),3(1)(s),3(1)(w) IPC 1860",act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",30
act,(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,IPC 1860,30
act,"CODE OF CRIMINAL PROCEDURE, 1973",act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",30
act,"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"PASSPORTS ACT, 1967",30
act,"CODE OF CRIMINAL PROCEDURE, 1973",act,KARNATAKA FOREST ACT 1963,30
act,"ENVIRONMENT (PROTECTION) ACT, 1986",act,"INDIAN MOTOR VEHICLES ACT, 1988",30
crime_head,COMMUNAL / RELIGION,district,Belagavi City,30
crime_head,EXPLOSIVES,district,Belagavi,30
crime_head,EXPOSURE AND ABANDONMENT OF CHILD,district,Chikkaballapura,30
crime_head,EXPOSURE AND ABANDONMENT OF CHILD,district,Chikkamagaluru,30
crime_head,DACOITY,district,Chitradurga,30
crime_head,RAPE,district,Dharwad,30
crime_head,EXPLOSIVES,district,Hassan,30
crime_head,ATTEMPT TO MURDER,district,Karnataka Railways,30
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Kodagu,30
crime_head,Attempting to commit offences,district,Kolar,30
crime_head,ARSON,district,Mangaluru City,30
crime_head,Attempting to commit offences,district,Mangaluru City,30
crime_head,PUBLIC NUISANCE,district,Raichur,30
crime_head,ADULTERATION,district,Raichur,30
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,district,Tumakuru,30
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Tumakuru,30
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Vijayanagara,30
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,act,INDIAN ELECTRICITY ACT (AMEND.) 2003,29
crime_head,CASES OF HURT,act,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,29
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,INFORMATION TECHNOLOGY ACT 2000,29
crime_head,CASES OF HURT,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",29
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,act,(ii)(A) IPC 1860,29
crime_head,KARNATAKA POLICE ACT 1963,act,INFORMATION TECHNOLOGY ACT 2008,29
crime_head,OFFENCES RELATED TO MARRIAGE,act,"The Muslim Women(Protection of Rights on Marriage) Act, 2019",29
crime_head,Karnataka State Local Act,act,KARNATAKA MINING ACT,29
crime_head,CRIMINAL INTIMIDATION,act,INFORMATION TECHNOLOGY ACT 2008,29
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,Prohibition of Child Marriage Act 2006,29
crime_head,KARNATAKA POLICE ACT 1963,act,"KARNATAKA EXCISE ACT, 1965",29
crime_head,CHEATING,act,"PASSPORTS ACT, 1967",29
crime_head,Karnataka State Local Act,act,KARNATAKA PROTECTION OF INTEREST DEPOSITORS EXORBITANT ACT 2004,29
crime_head,ANIMAL,act,Prevention of Cruelty to Animals (Slaughter House) Rules 2001,29
act,(B) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,IPC 1860,29
act,"(V),3(2)(v-a) IPC 1860",act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",29
act,(w)(i)(ii) IPC 1860,act,IPC 1860,29
act,(r) IPC 1860,act,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,29
act,"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"PASSPORTS ACT, 1967",29
act,"(II),6 IPC 1860",act,IPC 1860,29
act,"MOTOR VEHICLE ACT, 1954",act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",29
act,(A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,IPC 1860,29
act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,29
act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,29
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Chikkamagaluru,29
crime_head,Failure to appear to Court,district,Chitradurga,29
crime_head,ARSON,district,Dakshina Kannada,29
crime_head,PUBLIC SAFETY,district,Davanagere,29
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,district,Dharwad,29
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,district,Gadag,29
crime_head,AFFRAY,district,Haveri,29
crime_head,Disobedience to Order Promulgated by PublicServan,district,Haveri,29
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,district,Haveri,29
crime_head,MISCHIEF,district,Hubballi-Dharwad City,29
crime_head,AFFRAY,district,K.G.F,29
crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,district,Karnataka Railways,29
crime_head,CRIMES RELATED TO WOMEN,district,Kodagu,29
crime_head,Disobedience to Order Promulgated by PublicServan,district,Koppal,29
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,district,Mandya,29
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,district,Vijayapura,29
crime_head,ADULTERATION,district,Vijayapura,29
crime_head,ELECTION,district,Yadgir,29
crime_head,CYBER CRIME,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,28
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,28
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",28
crime_head,ELECTION,act,"RELIGIOUS INSTITUTIONS (PREVENTION OF MISUSE) ACT, 1988",28
crime_head,POCSO,act,"(n),344 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",28
crime_head,RAPE,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",28
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,act,"(ii)(A) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",28
crime_head,ATTEMPT TO MURDER,act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",28
crime_head,CRIMINAL TRESPASS,act,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,28
crime_head,Karnataka State Local Act,act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",28
act,"DOWRY PROHIBITION ACT, 1961",act,INFORMATION TECHNOLOGY ACT 2008,28
act,IPC 1860,act,KARNATAKA PANCHAYAT ACT - 1993,28
act,(11) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",28
act,IPC 1860,act,"Karnataka Prevention and Eradication of Inhuman Evil Practices and Black Magic Act, 2017",28
act,(va) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",28
act,(D) IPC 1860,act,"INDIAN MOTOR VEHICLES ACT, 1988",28
act,"(n),344 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,IPC 1860,28
act,"(ii) B NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",28
act,(A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,28
crime_head,Concealment of birth by secret disposal of Child,district,Belagavi,28
crime_head,COPY RIGHT ACT 1957,district,Bengaluru Rural,28
crime_head,CIVIL RIGHTS,district,Chitradurga,28
crime_head,ELECTION,district,Dharwad,28
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Dharwad,28
crime_head,CRIMINAL BREACH OF TRUST,district,Dharwad,28
crime_head,DACOITY,district,Gadag,28
crime_head,EXPOSURE AND ABANDONMENT OF CHILD,district,Kalaburagi,28
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,district,Kolar,28
crime_head,ANIMAL,district,Tumakuru,28
crime_head,COPY RIGHT ACT 1957,district,Tumakuru,28
crime_head,Attempting to commit offences,district,Vijayanagara,28
crime_head,PUBLIC NUISANCE,district,Vijayanagara,28
crime_head,RAPE,act,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,27
crime_head,SUICIDE,act,KARNATAKA MONEY LENDERS ACT 1961,27
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(w) IPC 1860,27
crime_head,ATTEMPT TO MURDER,act,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",27
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,act,"(ii) B NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27
crime_head,CHEATING,act,"REGISTRATION ACT, 1908",27
crime_head,OFFICIAL SECURITY RELATED ACTS,act,"The Karnataka essential services maintenance act, 2013",27
crime_head,Karnataka State Local Act,act,(A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,27
crime_head,CONSUMER,act,"PREVENTION OF FOOD ADULTERATION ACT, 1954",27
act,(V) IPC 1860,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",27
act,"(r),3(2)(va) IPC 1860",act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,27
act,"COTPA, Cigarettes and Other Tobacco Products,Act 2003",act,Cigarettes and Other Tobacco Products (Packging and Labelling) amendment Rules - 2014,27
act,IPC 1860,act,"The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",27
act,A PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,27
act,"ARMS ACT, 1959",act,"WILD LIFE (PROTECTION) ACT, 1972",27
act,"(ii)(A) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",27
act,KARNATAKA PROTECTION OF INTEREST DEPOSITORS EXORBITANT ACT 2004,act,"The Prize Chits and Money Circulation Schemes (Banning) Act, 1978",27
act,(r) (s) IPC 1860,act,IPC 1860,27
act,"(A),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",act,IPC 1860,27
crime_head,Attempting to commit offences,district,Bagalkote,27
crime_head,EXPOSURE AND ABANDONMENT OF CHILD,district,Bagalkote,27
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Ballari,27
crime_head,DOWRY DEATHS,district,Ballari,27
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Belagavi City,27
crime_head,FORGERY,district,Belagavi City,27
crime_head,OFFENCES RELATED TO MARRIAGE,district,Belagavi,27
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,district,Bengaluru Rural,27
crime_head,EXPLOSIVES,district,Chikkaballapura,27
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,K.G.F,27
crime_head,IMMORAL TRAFFIC,district,Kalaburagi,27
crime_head,INSULTING MODESTY OF WOMEN (EVE TEASING),district,Kalaburagi City,27
crime_head,ARMS ACT 1959,district,Kalaburagi City,27
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Karnataka Railways,27
crime_head,ELECTION,district,Kodagu,27
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Kodagu,27
crime_head,ARMS ACT 1959,district,Kolar,27
crime_head,AFFRAY,district,Kolar,27
crime_head,PUBLIC NUISANCE,district,Mangaluru City,27
crime_head,EXPLOSIVES,district,Mysuru,27
crime_head,ANIMAL,district,Vijayapura,27
crime_head,ANIMAL,district,Yadgir,27
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,"(s),3(1)(r),3(2)(va) IPC 1860",26
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015,26
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,"(V),3(2)(v-a) IPC 1860",26
crime_head,POCSO,act,(B) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,26
crime_head,CHEATING,act,TRADE MARKS ACT 1999,26
crime_head,THEFT,act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",26
crime_head,NEGLIGENT ACT,act,LIQUIFIED PETROLEUM GAS SUPPLY & CONTROL ORDER 2000,26
crime_head,CHILDREN ACT,act,"KARNATAKA EXCISE ACT, 1965",26
crime_head,CRIMINAL BREACH OF TRUST,act,The banning of unregulated deposit schemes act 2019,26
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,"(va),3(1) (r) (s) IPC 1860",26
crime_head,POCSO,act,"(n),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",26
crime_head,CRIMINAL BREACH OF TRUST,act,"The Prize Chits and Money Circulation Schemes (Banning) Act, 1978",26
act,(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,IPC 1860,26
act,"DOWRY PROHIBITION ACT, 1961",act,INFORMATION TECHNOLOGY ACT 2000,26
act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",26
act,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",26
act,"(r),3(1) (s) IPC 1860",act,IPC 1860,26
act,"(r)(s),3(2)(v-a) IPC 1860",act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",26
act,KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989",26
act,(X) IPC 1860,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",26
act,INFORMATION TECHNOLOGY ACT 2000,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",26
act,(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,IPC 1860,26
act,IMMIGRATION ACT,act,IPC 1860,26
act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,"MOTOR VEHICLE ACT, 1954",26
act,"(b) EXPLOSIVE SUBSTANCES ACT, 1908",act,IPC 1860,26
act,"(va),3(1) (r) (s) IPC 1860",act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,26
act,"(n),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,IPC 1860,26
