act,section,count
"(r),3(1)(s),3(2)(v-a),3(1)(w) IPC 1860",307,1
IPC 1860,253,1
"INDIAN MOTOR VEHICLES ACT, 1988",69,1
"(r),3(1) (s),3(2)(v-a),3(2)(V) IPC 1860",148,1
"(va),3(1)(w)(i)(ii),3(2) IPC 1860",366,1
"(va),3(1)(w)(i)(ii),3(2) IPC 1860",376D,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",354(B),1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",143,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",147,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",148,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",149,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",448,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",307,1
"(s),3(2)(v-a),3(1)(w),3(1)(r) IPC 1860",323,1
"(s),3(2)(v-a),3(1)(w),3(1)(r) IPC 1860",447,1
"CINEMATOGRAPH ACT,1952",7C,1
"CODE OF CRIMINAL PROCEDURE, 1973",0,1
"(I),506,504,323 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(I),506,504,323 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(r),3(2)(v-a) IPC 1860",509,1
"(u),3(2)(V),3(1)(r),3(2)(v-a) IPC 1860",34,1
"(r),3(1)(s),3(1)(v) IPC 1860",509,1
"(1A),4(1) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",31(r),1
"(1A),4(1) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",42,1
"(1A),4(1) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",43,1
"(1A),4(1) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",44,1
"(X),3(1)(xi) IPC 1860",354(B),1
"(va),3(1)(r),3(1)(s) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",3(1),1
(1A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,31R(13),1
"(r),3(1)(s),3(1)(w)(i)(ii),3(2)(v-a) IPC 1860",34,1
"(i) (F),0,0 IPC 1860",447,1
"(i) (F),0,0 IPC 1860",504,1
"(i) (F),0,0 IPC 1860",506,1
"(i) (F),0,0 IPC 1860",34,1
"(w),3(2)(v-a),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(D) INDIAN MOTOR VEHICLES ACT, 1988",183,1
(i) (r ) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,3(1),1
"(r),3(2)(v-a),3(1)(z) IPC 1860",3(1),1
(w)(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5(J),1
"(f),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(L),1
(x) IPC 1860,308,1
"(D) ARMS ACT, 1959",25,1
"(D) ARMS ACT, 1959",1B,1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",354(B),1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",504,1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",143,1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",147,1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",149,1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",306,1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",323,1
"(r),3(2)(V),3(2)(v-a),3(1)(u) IPC 1860",506,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(2)(5) IPC 1860",506,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(2)(5) IPC 1860",376,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(2)(5) IPC 1860",420,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(2)(5) IPC 1860",417,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(2)(5) IPC 1860",114,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(2)(5) IPC 1860",34,1
"(x),3(1)(s),3(1)(r) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",3(2),1
"(r),3(1)(s),3(2)(v-a),3(2)(V) KARNATAKA MONEY LENDERS ACT 1961",5,1
"(r),3(1)(s),3(2)(v-a),3(2)(V) KARNATAKA MONEY LENDERS ACT 1961",38,1
(g) KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,2(A),1
"(r),3(1)(za),3(1)(c),3(1)(zc) PROTECTION OF CIVIL RIGHTS ACT,1955",4,1
"(r),3(1)(za),3(1)(c),3(1)(zc) PROTECTION OF CIVIL RIGHTS ACT,1955",10,1
"(r),3(1)(za),3(1)(c),3(1)(zc) PROTECTION OF CIVIL RIGHTS ACT,1955",7(1),1
"(d) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(r),3(1)(s),3(1)(f),3(1)(w),3(2)(v-a) IPC 1860",506,1
"(r),3(1)(s),3(1)(f),3(1)(w),3(2)(v-a) IPC 1860",504,1
"(r),3(1)(s),3(1)(f),3(1)(w),3(2)(v-a) IPC 1860",447,1
"(r),3(1)(s),3(1)(f),3(1)(w),3(2)(v-a) IPC 1860",323,1
"(r),3(1)(s),3(1)(f),3(1)(w),3(2)(v-a) IPC 1860",354,1
"(v-a),3(1)(w),3(2)(V),3(1)(s),3(1)(r) IPC 1860",354,1
"(v-a),3(1)(w),3(2)(V),3(1)(s),3(1)(r) IPC 1860",447,1
"(a),20B NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",20,1
(i)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,14,1
"(V),3(2)(va) IPC 1860",377,1
"(w)(i)(ii),3(2)(va),3 (2)(v),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"A,376,114 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"A,376,114 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(w),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) INFORMATION TECHNOLOGY ACT 2000",66,1
"(w),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) INFORMATION TECHNOLOGY ACT 2000",67,1
(n) INFORMATION TECHNOLOGY ACT 2000,67(A),1
(w)(i) IPC 1860,306,1
"(w)(i),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",376(2),1
"(r),3(1)(s),3(1)(w),3(2)(v-a) IPC 1860",355,1
(2) (b) INFORMATION TECHNOLOGY ACT 2000,67,1
"(ii),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(ii),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(w),3(1)(r),3(1)(s) IPC 1860",376,1
"(va),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",16,1
"(w)(i)(ii),3(2)(va),3(2) IPC 1860",366,1
"(w)(i)(ii),3(2)(va),3(2) IPC 1860",376(2),1
"(w)(i)(ii),3(2)(va),3(2) IPC 1860",363,1
"(1) INDIAN MOTOR VEHICLES ACT, 1988",177,1
"(1) INDIAN MOTOR VEHICLES ACT, 1988",128,1
"The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",4,1
"(v-a),3(1)(s),3(1)(r),3(1)(T) IPC 1860",507,1
"(v-a),3(1)(s),3(1)(r),3(1)(T) IPC 1860",294,1
"(v-a),3(1)(s),3(1)(r),3(1)(T) IPC 1860",117,1
"(v-a),3(1)(s),3(1)(r),3(1)(T) IPC 1860",114,1
(2)(iv) KARNATAKA MOTOR VEHICLE RULE,230(A),1
"(B) KARNATAKA POLICE ACT, 1963",123,1
(A)(vi) IPC 1860,506,1
(A)(vi) IPC 1860,34,1
"(2)(iv) THE CENTRAL MOTOR VEHICLES RULES, 1989",115,1
"(r) (i),13 (r) (iii),177,192,196 THE CENTRAL MOTOR VEHICLES RULES, 1989",52,1
"(r) (i),13 (r) (iii),177,192,196 THE CENTRAL MOTOR VEHICLES RULES, 1989",115,1
"(x),3(1)(r),3(2)(V) IPC 1860",506,1
"(x),3(1)(r),3(2)(V) IPC 1860",341,1
"(x),3(1)(r),3(2)(V) IPC 1860",504,1
"(x),3(1)(r),3(2)(V) IPC 1860",355,1
"(x),3(1)(r),3(2)(V) IPC 1860",149,1
"(x),3(1)(r),3(2)(V) IPC 1860",323,1
"(x),3(1)(r),3(2)(V) IPC 1860",327,1
"(x),3(1)(r),3(2)(V) IPC 1860",342,1
"(x),3(1)(r),3(2)(V) IPC 1860",365,1
"(b),9B(b) EXPLOSIVE SUBSTANCES ACT, 1908",5,1
"(2),128(1) THE CENTRAL MOTOR VEHICLES RULES, 1989",115,1
"(r),3(1)(s),3(2)(v-a),3(2)(V) IPC 1860",306,1
"(b) INDIAN MOTOR VEHICLES ACT, 1988",3(1),1
"(b) INDIAN MOTOR VEHICLES ACT, 1988",181,1
"(r),3(1)(s),3(2)(V),3(2)(v-a) IPC 1860",355,1
"(ii) A,25 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",21(b),1
(b) IPC 1860,325,1
"(r),3(1)(s),3(2)(v-a),3(1)(w) IPC 1860",326,1
"(A),177,180,181,181 IPC 1860",279,1
"(A),177,180,181,181 IPC 1860",338,1
"(ii) (B) ARMS ACT, 1959",3,1
"(E),5,146,196,180 IPC 1860",338,1
"(ii) B INDIAN ARMS ACT, 1959",25(1B),1
"(va),3(1)(w),3(1)(r) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"A,34 CHILD MARRIAGE RESTRAINT ACT",10,1
"A,34 CHILD MARRIAGE RESTRAINT ACT",9,1
"A,34 CHILD MARRIAGE RESTRAINT ACT",11,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(r),3(1)(s),3(2)(v-a),3(1)(w),3(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(V),3(1)(w)(i)(ii),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(s),3(1)(w),3(2)(v-a),3(2)(V),3(1)(r) IPC 1860",506,1
"JUVENILE JUSTICE ACT, 1986",366(A),1
"(v-a),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
(2)(v) IPC 1860,343,1
"(n),370,363,366(A) INDIAN MOTOR VEHICLES ACT, 1988",181,1
"(V),3(2)(v-a),3(1)(w) IPC 1860",376,1
"(V),3(2)(v-a),3(1)(w) IPC 1860",363,1
"(V),3(2)(v-a),3(1)(w) IPC 1860",366,1
"(r),3(1)(s),3(1)(w),3(2)(v-a) IPC 1860",498A,1
"(r),3(1)(s),3(1)(w),3(2)(v-a) IPC 1860",494,1
"(w),3(2)(v-a),3(2)(V),3(1)(r) IPC 1860",417,1
"(w),3(2)(v-a),3(2)(V),3(1)(r) IPC 1860",376,1
"(s),3(2)(v-a) DOWRY PROHIBITION ACT, 1961",4,1
"(s),3(2)(v-a),3(1)(r) DOWRY PROHIBITION ACT, 1961",3,1
"(s),3(2)(v-a),3(1)(r) DOWRY PROHIBITION ACT, 1961",6,1
"(v-a),3(1)(s),3(1)(r) IPC 1860",354(A),1
"(v-a),3(1)(w),3(2)(V) IPC 1860",376(2),1
"(n),506,354,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",376B,1
"(I),376(2)(n) CHILD MARRIAGE RESTRAINT ACT",9,1
"A THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",9,1
"(I),376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(n),504,506,417 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(v-a),3(2)(V) CHILD MARRIAGE RESTRAINT ACT",9,1
"(w),3(2)(V),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(n),354(A) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
(r)(s) IPC 1860,134,1
"(za),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(x),3(XI) IPC 1860",354(B),1
"(x),3(XI) IPC 1860",506,1
"(x),3(XI) IPC 1860",504,1
"(x),3(XI) IPC 1860",143,1
"(x),3(XI) IPC 1860",147,1
"(x),3(XI) IPC 1860",148,1
"(x),3(XI) IPC 1860",149,1
"(x),3(XI) IPC 1860",323,1
"(x),3(XI) IPC 1860",324,1
(xii) The SC & ST (Prevention of Atrocities) Amendment Act 2015,3(1),1
(v-a) IPC 1860,362,1
(v-a) IPC 1860,365,1
"(r),3(2)(V) IPC 1860",498A,1
(v-a) IPC 1860,494,1
(w)(i) CHILD MARRIAGE RESTRAINT ACT,9,1
"(r),3(1)(s),3(2)(v-a),3(2)(5) IPC 1860",307,1
"(6),3(1)(x) IPC 1860",447,1
"(5),3(1)(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(5),3(1)(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(r),3(2)(v-a),3(2)(V),3(1)(s) IPC 1860",326,1
"(v-a),3(1)(w) IPC 1860",354(A),1
"(v-a),3(1)(w) IPC 1860",504,1
"(v-a),3(1)(w) IPC 1860",323,1
"(v-a),3(1)(w) IPC 1860",353,1
"(A),177,180,181,187 IPC 1860",279,1
"(A),177,180,181,187 IPC 1860",337,1
"(w)(i),3(2)(va) IPC 1860",447,1
"(w)(i),3 (2)(v),3(2)(va),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(w)(i),3 (2)(v),3(2)(va),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",3,1
"(n),506 INFORMATION TECHNOLOGY ACT 2000",67(A),1
"(s),3(1)(u),3(2)(v-a) IPC 1860",506,1
"(s),3(1)(u),3(2)(v-a) IPC 1860",34,1
"(r),3(1) (s),3(2)(v-a) IPC 1860",355,1
"(n),417,504,506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),417,504,506,109,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(n),212,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5,1
"(n),212,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(J),1
"(II),17 IPC 1860",506,1
"(r),3(1)(s),3(1)(f),3(2)(v-a),3(1)(w) IPC 1860",504,1
"(r),3(1)(s),3(1)(f),3(2)(v-a),3(1)(w) IPC 1860",149,1
"(a)(vi) PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",11,1
"(v-a),3(1)(w) IPC 1860",363,1
"(v-a),3(1)(w) IPC 1860",366,1
"(v-a),3(1)(g),3(1)(r) IPC 1860",341,1
"(v-a),3(1)(g),3(1)(r) IPC 1860",504,1
"(V),3(1)(10)(11) IPC 1860",354(B),1
"B,506,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(r),3(2)(v-a),3(1)(w) IPC 1860",498A,1
"(r),3(2)(v-a),3(1)(w) IPC 1860",504,1
"(r),3(2)(v-a),3(1)(w) IPC 1860",323,1
"(r),3(2)(v-a),3(1)(w) IPC 1860",34,1
"(o),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5,1
"(o),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
(I) IPC 1860,279,1
(I) IPC 1860,338,1
"(r),3(1)(s),3(2)(v-a),3(1)(w) DOWRY PROHIBITION ACT, 1961",6,1
"(i),354A(1)(ii),509,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(I),417,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(r),3(2)(V),3(2)(v-a) IPC 1860",326,1
"(r),3(2)(V),3(2)(v-a) IPC 1860",504,1
"(w)(i)(ii),3(2)(V),3(2)(v-a) Prohibition of Child Marriage Act 2006",9,1
"(2)(v),3(2)(va),3(1)(w),3(1)(s),3(1)(r) IPC 1860",323,1
"(iii),354A(1)(iv),312,313,149 DOWRY PROHIBITION ACT, 1961",3,1
"(iii),354A(1)(iv),312,313,149 DOWRY PROHIBITION ACT, 1961",4,1
"(va),3(1)(w)(i)(ii) IPC 1860",506,1
"(i)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5,1
"(f),3(1)(r),3(1)(s),3(1)(w),3(2)(V),3(2)(v-a) IPC 1860",504,1
"(f),3(1)(r),3(1)(s),3(1)(w),3(2)(V),3(2)(v-a) IPC 1860",506,1
"(r),3(1)(s),3(1)(w),3 (2)(v),3(2)(va) IPC 1860",354,1
"(r),3(1)(s),3(1)(w),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
(f) IPC 1860,379,1
(f) IPC 1860,201,1
"(r) (s),3(2)(va) IPC 1860",384,1
(5) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5(j),1
"(n),201 The SC & ST (Prevention of Atrocities) Amendment Act 2015",3,1
"(r),3(1)(w),3(2)(v-a),3(2)(5) CHILD MARRIAGE RESTRAINT ACT",9,1
"(b),9B(1)(b) IPC 1860",504,1
"(r),3(1)(w) IPC 1860",417,1
"(s),3(2)(v-a),3(2)(V) IPC 1860",376,1
"(2),115 INDIAN MOTOR VEHICLES ACT, 1988",190(2),1
"(r),3(2)(v-a),3(2)(V) IPC 1860",201,1
"(r),3(1)(s),3(1)(w),3(2)(v-a) IPC 1860",354(A),1
(v-a) IPC 1860,212,1
"(d),102 IPC 1860",186,1
"(d),102 IPC 1860",353,1
"(d),102 IPC 1860",332,1
(A) KARNATAKA MOTOR VEHICLE RULE,230(A),1
(d) IPC 1860,511,1
"(2),115 INDIAN MOTOR VEHICLES ACT, 1988",196,1
"(2),115 INDIAN MOTOR VEHICLES ACT, 1988",146,1
"(r),3(1)(s),3(2)(v-a) IPC 1860",394,1
"COMPANIES ACT, 1956",73,1
KARNATAKA EDUCATION ACT 1983 AS AMENDED UPTODATE,34,1
"(B),41(1)(d),102 IPC 1860",379,1
"(d),102 INDIAN MOTOR VEHICLES ACT, 1988",192(A),1
"(d),102 INDIAN MOTOR VEHICLES ACT, 1988",66,1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",506,1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",34,1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",504,1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",323,1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",354,1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",326,1
"(s),3(2)(v-a),3(1)(c),3(1)(w) IPC 1860",354(B),1
"(w),3(2)(v-a),3(2)(V),3(1)(s),3(1)(r) IPC 1860",34,1
"(s),3(1)(r) IPC 1860",363,1
"(r),3(1)(s),3(2)(v-a) IPC 1860",505(2),1
"(11),3,3(2)(V),3(1)(x) DOWRY PROHIBITION ACT, 1961",3,1
"(r) (iii),13 (r) (i),190(2),115,3(1) IPC 1860",338,1
"(L) INDIAN MOTOR VEHICLES ACT, 1988",66,1
"(L) INDIAN MOTOR VEHICLES ACT, 1988",192(A),1
"(A),4(1),4(1A),21(1) IPC 1860",379,1
"(V),3(2)(v-a),3(1)(w)(i)(ii) IPC 1860",419,1
"(V),3(1)(12) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(v-a),3(1)(p),3(1)(q) IPC 1860",505,1
"(v-a),3(1)(p),3(1)(q) IPC 1860",509,1
"(v-a),3(1)(p),3(1)(q) IPC 1860",34,1
"(i)(n),417,506,376(2)(n) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(2),1
"(w),3(1)(s),3(1)(r) IPC 1860",325,1
"(n),366(A),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",15,1
"(g),3(1) (r),3(1) (s) IPC 1860",354(B),1
"(g),3(1) (r),3(1) (s) IPC 1860",506,1
"(g),3(1) (r),3(1) (s) IPC 1860",341,1
"(g),3(1) (r),3(1) (s) IPC 1860",504,1
"(g),3(1) (r),3(1) (s) IPC 1860",149,1
"(g),3(1) (r),3(1) (s) IPC 1860",447,1
"(g),3(1) (r),3(1) (s) IPC 1860",323,1
"(g),3(1) (r),3(1) (s) IPC 1860",324,1
"(n),376(3),506,114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(n),376(3),506,114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(n),376(3),506,114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(w)(i)(ii),3 (2)(v),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5,1
"(r),3(1)(s),3(1)(w),3(2)(v-a),3(2)(V) IPC 1860",306,1
"(r),3(1)(s),3(1)(w),3(2)(v-a),3(2)(V) IPC 1860",511,1
"(n),506,341 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",12,1
"(2),115 IPC 1860",338,1
"(r),3(1)(s),3(1)(w),3(1)(f),3(2)(v-a),3(2)(V) IPC 1860",34,1
(V) IPC 1860,384,1
"(r),3(1)(s),3(2)(v-a),3(1)(w) IPC 1860",498A,1
"(B) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(w),3(2)(v-a) IPC 1860",354(D),1
"(w),3(2)(v-a) IPC 1860",201,1
"(10),3(2)(V) KARNATAKA MONEY LENDERS ACT 1961",39,1
"(V),3(1)(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(V),3(1)(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6,1
"(II),6,5(i),5(L) IPC 1860",376(2),1
"(r),3(1)(s),3(2)(v-a) IPC 1860",384,1
"(r),3(1)(s),3(2)(v-a) IPC 1860",511,1
"(n),376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",17,1
"(r) EXPLOSIVES ACT, 1884",3(1),1
"A,376(2)(n) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
(w) CHILD MARRIAGE RESTRAINT ACT,9,1
"(v-a),3(2)(V) IPC 1860",366,1
"(n),506,34 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(r),3(1)(w),3(2)(V),3(2)(v-a) INFORMATION TECHNOLOGY ACT 2008",67,1
"(w),3(2)(V),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
"(r),3(1)(s),3(1)(w),3(2)(v-a) IPC 1860",509,1
"(v-a),3(1)(w),3(1)(g),3(1)(s),3(1)(r) IPC 1860",504,1
"(v-a),3(1)(w),3(1)(g),3(1)(s),3(1)(r) IPC 1860",447,1
"(v-a),3(1)(w),3(1)(g),3(1)(s),3(1)(r) IPC 1860",506,1
"(v-a),3(1)(w),3(1)(g),3(1)(s),3(1)(r) IPC 1860",427,1
"(v-a),3(1)(w),3(1)(g),3(1)(s),3(1)(r) IPC 1860",354,1
"(V),3(1)(w),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",18,1
"(V),3(1)(w),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",341,1
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",34,1
"(v-a),3(1)(w),3(1)(s),3(1)(r) IPC 1860",354,1
(1a) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,31(r),1
(1a) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,31(6),1
"(V),3(2)(v-a) IPC 1860",147,1
"(V),3(2)(v-a) IPC 1860",148,1
"(s),3(1)(r),3(2)(v-a) IPC 1860",109,1
"(r),3(1)(s),3(2)(V)(VA) IPC 1860",307,1
"(r),3(1)(s),3(2)(V)(VA) IPC 1860",392,1
"(r),3(1)(s),3(2)(V)(VA) IPC 1860",323,1
"(r),3(1)(s),3(2)(V)(VA) IPC 1860",504,1
"(r),3(1)(s),3(2)(V)(VA) IPC 1860",506,1
"(r),3(1)(s),3(2)(V)(VA) IPC 1860",149,1
"(V),3(2)(va) IPC 1860",376(2),1
(r)(s) KARNATAKA FOREST ACT 1963,24(E),1
(V) KARNATAKA FOREST ACT 1963,24,1
"(II),24(E),24(G),24 (gg) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(n),376(2)(h) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5(l),1
"A,511 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4,1
(s) IPC 1860,387,1
(s) IPC 1860,392,1
(s) IPC 1860,363,1
"(w)(i)(ii),3(2) INFORMATION TECHNOLOGY ACT 2000",66(E),1
"(w)(i)(ii),3(2) INFORMATION TECHNOLOGY ACT 2000",67(A),1
"(va) INDIAN ARMS ACT, 1959",30,1
"(va),0 IPC 1860",354,1
"(va),3(1)(w)(1) IPC 1860",34,1
"(va),3(1)(w)(1) IPC 1860",354,1
"(va),3(1)(w)(1) IPC 1860",354A(1),1
"(va),3(1)(w)(i) IPC 1860",376,1
"(1) (v),3(1) (s) IPC 1860",504,1
"(1) (v),3(1) (s) IPC 1860",506,1
"(1) (v),3(1) (s) IPC 1860",34,1
"(D),11(1) INDIAN MOTOR VEHICLES ACT, 1988",192(A),1
"(D),11(1) INDIAN MOTOR VEHICLES ACT, 1988",66,1
"(w)(i),3(III),3(II) IPC 1860",506,1
"(w)(i),3(III),3(II) IPC 1860",376,1
"(w)(i),3(III),3(II) IPC 1860",406,1
"(w)(i),3(III),3(II) IPC 1860",420,1
"(w)(i),3(III),3(II) IPC 1860",417,1
(a) IPC 1860,290,1
(a) IPC 1860,188,1
"(5a),3(1) (r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",3(1),1
"(n),506,363 The SC & ST (Prevention of Atrocities) Amendment Act 2015",3,1
"(2)(v),3(2)(va) IPC 1860",376(3),1
"(2)(v),3(2)(va) IPC 1860",376(J),1
"(w)(i),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8,1
(2)(v) IPC 1860,204,1
